Date,Comment,Like,Dislike
"Sep 29, 2020",Oh no I don’t like where this is going kade is meant for zay and no one els!!!,60,5
"Oct 13, 2020","The girl is a bit... idk, rude?",56,3
"Oct 06, 2020",CAN WE OFFICIALLY SHIP ZADIA AND KADE!!!!!!!😭😍,53,2
"Oct 06, 2020","Working in retail, that stunt would've pissed me off. Couldn't she just make small talk? Nope. She decided it was a big brain move to get those shirts.",92787,347
"Oct 06, 2020",THE WAY ZAIDA LIT UP WHEN KADE CAME HOME AHHHH THEY'RE TOO CUTE,79466,165
"Oct 06, 2020","Kade deserves a break, but honestly this is just the karma for all the wrongs he's pulled. I love that he's come a long way since before Zaida came but the poor guys gonna have to deal with a lot more than a snarky co worker and boss 😔 Also, Cosmo the real MVP of this webtoon💕 (Edit: let me emphasize on how my comment its strictly opinion based and is just my own personal view, a lot of you are also misinterpreting what I'm saying anyways so feel free to ignore my comment and move along please more",58811,2012
"Oct 06, 2020","everyone's talking about how what the new girl did was ""funny"" but it wasnt cool. what she did, even if it was her trying to break the ice or whatever, kade didnt see it that way. he saw it as her basically trying to get rid of him. as someone who also has difficulty socializing and being insecure i wouldve felt the same way",3851,21
"Oct 06, 2020",She is getting so good at drawing so quickly...maybe Zadia is drawing the comic and we are all just fools?,2171,1
"Oct 06, 2020",Why is the most unbelievable thing about this story is that Kade is able to own/rent a house on a retail workers salary?,1645,2
"Oct 06, 2020",That was pretty fucking rude of her. I feel SO bad for Kade.,1296,17
"Oct 06, 2020","Anyone else have the feeling that the girl with vitiligo was just trying to kid around with Kade and lighten up the mood, but then it backfired big time? Everyone else here is saying she was a bitch, but I've been in a misunderstanding kind of situation like this before. Edit: I understand that her actions could seem asshole-ish to him or some people, that's not the point. What I was saying is that it could be that she was trying to joke and then it got misunderstood.",953,58
"Oct 06, 2020",the way zaida glowed and was so happy when he came back home 😭😭💘💘,406,0
"Oct 06, 2020","okay something I've noticed about the new girl, she may possibly have vitiligo ( a condition that causes discoloration to the skin) so she is probably used to people giving her all kinds of weird looks so she lashed out at kade in retaliation and probably felt bad but she's super awkward and everything she does only makes it worse. i'm not gonna be too quick to judge cuz we have only seen one pov to the story. i still don't like what she did with the shirts tho that was a dick move",413,13
"Oct 06, 2020",This new girl is making kade feel some type of way and plus the manager I don’t like it,321,4
"Oct 06, 2020",Anyone else always imagine zaida with star fires voice?,266,11
"Oct 06, 2020",In next chapter plsss hug him we all know he needs it,193,1
"Oct 06, 2020","Honestly, if some bitch did that to me at work, I would’ve been like “...It’s your mess, so clean it up your damn self.”",173,7
"Oct 13, 2020",20 bucks that girl likes him and is an aggressive flirt,132,3
"Oct 06, 2020",Does kade and zay even have feelings for each other at this point?,120,4
"Oct 06, 2020",I feel like that new girl is gonna get in the way of the ship,113,4
"Oct 08, 2020",i have been forever cursed. this is my first webtoon story i'm reading and it's one of those ones that's so good that everything else is bad in comparison and i just want nothing else but this. does that happen to anybody else or am i just a weirdass?,70,0
"Oct 06, 2020",I wanted to like Suzy because we both have vitiligo but after the stunt she just pulled... we’d be fighting,64,3
"Oct 06, 2020",how dare she hurt Kade? 🥺 poor baby,63,5
"Oct 20, 2020","Regardless of whether Kade ""had it coming"", this girl (Suzy?) doesn’t know his history. She is judging him based off that one interaction at Walmart, and her response to him staring suggests she has her own issues and coping techniques. She's not terrible but that was still a dick move. I never did stuff like that even to coworkers who were frequently awful to me, it’s called being professional.",56,1
"Oct 13, 2020",The power of....... FRIENDSHIP!🥰,100358,337
"Oct 13, 2020","Also, thigh-pillow for the win! Zaida's surely seem to be some 10/10 thicc thighs. Gosh, I'm jealous!",76728,490
"Oct 13, 2020","Why are they so adorable, like I aspire",58875,119
"Oct 13, 2020",Bro Code: True Rule Number 1: Always help a Bro in Need.,2906,11
"Oct 13, 2020","Not gonna lie... I thought Ethan was a suspicious character. But, I have to admit the way this friendship chemistry is developing between these three melts my heart. That was really cool of Ethan to help lift Kade's spirits. Zaida's concern for Kade and the joy she exuded once it was clear Kade was feeling better was so sweet! It's gonna be so satisfying when those two finally get together.",2388,2
"Oct 13, 2020",Theyre so cute together! Slowly but surely helll realize he's falling for her and that she can provide the good in his life. Those Glowing Galaxy eyes :D,1129,1
"Oct 13, 2020",This is some wholesome stuff I think all of us reading need right now.,798,3
"Oct 13, 2020","I love how Zaida’s just hiding on the ledge as Pikachu while Kade and Ethan go for hardcore edgeguards, it feels really in character.",740,2
"Oct 13, 2020","I'm a grown-ass man kicking my feet in the air, fan-girling about a manga couple, and I'm PROUD OF IT",694,2
"Oct 13, 2020",I couldn’t help but smile at him and kade bonding,352,4
"Oct 13, 2020",Boy just needs some thicc thigh therapy,330,2
"Oct 13, 2020",I wonder...when is Zaida getting her ear rings,280,2
"Oct 13, 2020",I know this is pretty random but I wonder why the author hasn’t gone into detail over her past in her home planet? I wanna see flashbacks memories etc!,234,1
"Oct 13, 2020",when.. the... hell ... are... they... gonna... kiss??°°,228,10
"Oct 13, 2020","dam, she does actually care for him, but yet he is still so blind.",181,3
"Oct 13, 2020",im lowkey upset with Ethan for ruining their moment but at the same time im glad he showed up so Kade knows he has more than just one person who he can confide in and feel comfortable around 🥰,164,1
"Oct 13, 2020","Kade, where is rule 3?",115,1
"Oct 13, 2020",AWWW HOW HAPPY SHE GOT WHEN SHE SAW KADE SMILING 👏👏,103,0
"Oct 13, 2020",Such a wholesome episode! I love it so much.,101,0
"Oct 13, 2020","Where is rule 3, I can’t find it anywhere.",86,0
"Oct 13, 2020",Zay's hand on Kade's chest as he lays there and talks to her 😭😭❤❤❤❤,68,0
"Oct 25, 2020",Thick thighs save lives,64,1
"Oct 13, 2020","Am i the only one that buys like 100000000 episodes then realizes: ""Wait I have to wait 21 days for the next episodddeeeee!?!?!?""",57,0
"Oct 20, 2020",This girl has no boundaries,107376,615
"Oct 20, 2020","I feel so bad for Kade. All he wants to do is have his old job back and make some money, but that girl and his boss are being super annoying.",88786,982
"Oct 20, 2020",Kade finna snap y’all I can feel it,78339,181
"Oct 20, 2020","My trust issues arent allowing me to trust any character other than Zay, Kade, Ethan and Cosmo right now. I'm voting this coworker chick she's sus as hell😤",3953,73
"Oct 20, 2020","Kade, my dude, this girl likes you. She’s tryin to flirt but she’s got no game... and per usual you’re oblivious. 😂",2945,129
"Oct 20, 2020","if she's trying to make friends she is doing a horrible job at it. Do you think insulting him is gonna make him like you? Newsflash it isn't, I said in the last episode I wouldn't be so quick to judge and that still stands. However, im really not liking her attitude. Perhaps this is genuinely her idea of flirting but it is heavily flawed. insulting his work, body, and calling him a pervert all the time isn't cute. Get it together girl-",2238,39
"Oct 20, 2020","Ugh. Sometimes you just don’t wanna be social. I feel for him, dude.",1387,4
"Oct 20, 2020",Zaida is the best kind of recharge. good for the beginning of a healthy relationship. I love it,1004,3
"Oct 20, 2020","People often think that this kinda thing can only happen to girls...but men can experience this kinda shit too. also for showing Kade suffering with his mental health and anxiety when it's such an unspoken subject with males, they have the rehtoric of man up, grow some balls, guys don't cry...I feel for Kade I just want Zay to give him a cuddle ❤️",990,5
"Oct 20, 2020","Nah, I totally see where this is going, that girl really is just trying to be friendly, she’s being sarcastic but it’s not in a bad way, the problem is that he got a bad first impression, and she’s bad at reading social cues. Homegirl isn’t in the wrong, but she needs to read the mood and lay off.",707,24
"Oct 20, 2020","My boy is literally what every introvert is when they have to work in retail, or are in a new situation with someone they don’t know and I feel for him",644,0
"Oct 20, 2020",I feel like if this continues there’s going to have to be a gore warning on the next episode cuz Kade is going to kill someone,463,2
"Oct 20, 2020",let my guy have some personal space.,385,2
"Oct 20, 2020",i kinda want zay to meet the girl and see how she treats kade and then she can go off on the girl and kade likes zay even more but that’s just me.... 👉👈,322,22
"Oct 20, 2020",Bro when Zay comforts Kade it’s the cutest thing ever lol,250,0
"Oct 20, 2020","Smh... I'm as abrasive as this chick is, extremely socially awkward, so my ice breakers usually start with work teasing. Smh... I'M HER 😰 I apologize to anyone who I may have offended, I just suck at socializing and I often overthink what I'm going to say then blurt out the first thing that comes to mind... This makes me feel bad. I gotta work on my socializing...",253,8
"Oct 20, 2020","This girl is so emotionally unaware it's incredible. She made Kade feel shameful the first time they met and he feels guilty when he's around her now. Because of this, all her teasing is even more offensive to him. Plus who thinks that making fun of people is how you make friends?? Once there is a connection, then there can be banter. Unfortunately, Kade has lowish self esteem also, but that's why Zaidia is the better fit. He gets a boost from  Zaidias warm, encouraging personality.",220,8
"Oct 20, 2020",Zaida out here giving healthy relationships vibes🙌🏽,201,0
"Oct 20, 2020",Bruh when his boss was like “I’ll join you” kade went from 😖 to😐,179,0
"Oct 20, 2020",ummmm in what world was she kidding the first time?? you called him a pervert straight faced and walked away?? you just feel bad for being rude for no reason dafuq :!,171,6
"Nov 03, 2020","Girl: Pervert- Fandom: SHUT UP, BITCH!",126,4
"Nov 03, 2020","People are trying to excuse her actions, when they shouldn't be. Her ""apology"" was weak, and saying ""guys are so sensitive"" beforehand undervalues the entire apology itself. It's obvious he's uncomfortable, and she's not helping matters. She's not coming off as ""weird or awkward,"" she's being rude and inconsiderate, especially seeing as they don't know each other AT ALL. Please stop trying to excuse her behavior when it shouldn't be excused. Making jokes at other people's expense isn't okay.",125,6
"Nov 03, 2020",WHEN HE SAYS CLEAR MY HEAD HE MEANS ALONE,110,0
"Oct 27, 2020",kade character development 🥺🥺,117077,207
"Oct 27, 2020",Darn I wanted to see their reaction after they got called a couple ;(,89278,1042
"Oct 27, 2020",HES GROWING OUT OF HIS SHELL OMG THIS IS WHAT WEVE BEEN WAITING FOR!,70140,306
"Oct 27, 2020",When you make a conscious effort to see the good in your situation 👏🏾👏🏾👏🏾 we Stan emotional development and building healthy relationships that don’t only center around romance,2755,11
"Oct 27, 2020",Am I sensing a thing called “Bromance”?,2523,17
"Oct 27, 2020","Some people will think this is just a filler episode, but this is important for the storyline as it will probably lead to what we are all waiting for.",1556,5
"Oct 27, 2020",The boss seemed like a jerk at first but I have come to see that this could be a cute friendship!!!,821,5
"Oct 27, 2020",i miss zaida already😢,727,49
"Oct 27, 2020",Anyone want Kade and Zaida to become a couple,523,30
"Oct 28, 2020","I’m so proud of you Kade, now go home to your wifeeee 😂💕🥺",444,11
"Oct 27, 2020",I’m the only one who thinks that the manager is gay ?,436,13
"Oct 31, 2020","Kade demonstrated how programmed we are to complain but when you stop to really consider things, a lot of days aren't that bad.",317,1
"Nov 10, 2020",The real question here is... who ended up paying?,266,0
"Oct 27, 2020",He’s figuring stuff out🥺,248,1
"Oct 27, 2020",Aww such a cute couple had me dying😂😂😂😂😂,213,5
"Oct 27, 2020",I was holding out hope rule 3 dies in this but no it survived another week,166,4
"Oct 27, 2020",Conspiracy theory: what if stace is actually gay and wants to get closer to kade?,145,7
"Nov 03, 2020",I want to see Kade and Zadia kiss!,97,10
"Nov 10, 2020",Could Stace be... BISEXUAL!? 😱,74,3
"Oct 27, 2020",Am i the the only one who just brought 100 coins just for this series.,57,1
"Oct 27, 2020",oh no... kade x his boss is an ilegal ship! nonono NO! remeber guys! we ship KADE X ZAY...NO KADE X HIS BOSS! >:V,60,10
"Nov 03, 2020",Not me dropping everything for a new episode 😳,46,0
"Nov 03, 2020",These bands sound... familiar?.. no couldnt be,106465,195
"Nov 03, 2020",The name Twenty Two Co Pilots took me outtttt😭😭😭,102628,213
"Nov 03, 2020","Gurlll that Spenders chick is trying to grab ya man, Zay 😱 Edit: ""Why are you booing me?  I'm right.""",75613,1231
"Nov 03, 2020",Ethan: are you guys dating? Kade: No. Fans: ignore Kade he's talking crazy right now.,4602,19
"Nov 03, 2020",INDIRECT KISS!!!!!! And my mans Ethan the only dude who really knows what’s going on!! SHIP THEM FOR US ETHAN!!!,3082,11
"Nov 03, 2020",awwww the alien queen is jelly :(,2026,21
"Nov 03, 2020",Awww kade is finding all these new people/potential friends that he’s making and can talk with and and zay probably wants to explore and make some new friends too but she’s stuck in the house all day 🥺,1552,3
"Nov 03, 2020",i know Zaida and Kade are gonna date eventually but i hope they stay wholesome best friends for a little while longer. Kade has gotten MASSIVE character development but I think its a little bit to early for him to go back to dating for now atleast and Zaida i think has a lot more she needs to learn about Earth and herself in general before she gets a boyfriend,1209,7
"Nov 03, 2020",aww baby Zay Zay 🥺🥺 don't make your baby feel jelly also I'm so happy Kade & Ethan are so close now! I knew they're become great friends eventually ❤️,587,9
"Nov 03, 2020","“sTOp tHaT” Kade, search your feelings, you know it to be true.",517,1
"Nov 03, 2020","I know where this is going she isn't about Stacy, not yet anyway, she's envious that Kade is having fun at work while she's alone at home.",411,0
"Nov 03, 2020","Stab the Veil is my favorite band, others I love include The Angel Wears Prada, Sleeping Without Sirens, De-crown the Empire, All Time High,  Sworn Out, Don’t Dance Gavin, Hawthorne Highs, My Alchemical Romance, and Thy Art is Killer 😍😍",353,2
"Nov 03, 2020",I love that Zay isn’t bogged down with learned societal norms like buried emotions. She speaks exactly how she feels and there’s been very few miscommunications because of this! Well.. except for Kade’s “Precious Child” 😂,343,0
"Nov 08, 2020",is it just me or does she sound like starfire ?(her voice in my head),253,3
"Nov 03, 2020",Me reading these band names like their JoJo Crunchyroll subs,155,2
"Nov 03, 2020","Rule 3? Haha, never met him",152,3
"Nov 24, 2020",YES. COMMUNICATION. THANK YOU ZAY FOR ACTUALLY COMMUNICATING YOUR EMOTIONS! THIS IS HOW GOOD RELATIONSHIPS ARE FORMED!,110,2
"Nov 03, 2020",THE WAY I GOT ON MY PHONE WITH QUICKNESS KNOWING THERE WAS A FAST PASS UPDATE TONIGHT,105,1
"Nov 03, 2020",I think she feeling lonely :<,102,1
"Nov 24, 2020",They just had an indirect kiss.....(☞ ͡° ͜ʖ ͡°)☞,101,3
"Nov 04, 2020",wow the creator has great taste,69,0
"Nov 03, 2020",is anyone scared that kade will pick the new girl 😥,75,8
"Nov 03, 2020",Brooo i feel soo bad bad for zay,57,0
"Nov 10, 2020",Rule three? Don’t know her,94634,532
"Nov 10, 2020",I LOVED THIS CHAPTER! The development of their relationship is just so beautiful and the fact that they were able to communicate made me so happy it definitely shows growth and I love how healthy there relationship is!,63958,145
"Nov 10, 2020",I’m glad they’re communicating 😁,56590,158
"Nov 10, 2020",the fact that he tries for her i canttt. they need to end up together alreadyy🥺,2972,9
"Nov 10, 2020",Ok but like can we please appreciate how pretty the art is? Like sis I’m obsessed,1987,3
"Nov 10, 2020",my FBI agent is getting so many free comics right now because of me.,1641,2
"Nov 10, 2020",I cant believe he knew his real name this entire webtoon 🥴,1193,2
"Nov 10, 2020",They need a phone too flirt with each otherrrrrrrrrr 🥺,990,12
"Nov 10, 2020",Kade's willing to go above and beyond to make Zay happy! Why don't they just confess their love already??,724,9
"Nov 10, 2020","He said ""uhuh we aint sleeping"" and my mind instantly went to the wrong place like boiiii dont give me a heart attack like that",643,8
"Nov 10, 2020",Okay i hope its not just me but everytime i hear Zaida speak in my head i hear Starfire from TeenTitans,432,4
"Nov 10, 2020",I was wondering what homegirl was doing all day at home lmaoo like heavy quarantine vibes,405,2
"Nov 21, 2020","rule 3.... rule 3 going once..., twice...., and right out the window it goes. never to be seen or heard from again.",298,4
"Nov 10, 2020","I've got my eye on you Kade's manager, you havent redeemed yourself enough for me to use your actual name😤 Kade, protect our precious alien girl🥺💚",273,9
"Nov 17, 2020",JUST KISS HER! HUG HER! HOLD HER!,248,8
"Nov 10, 2020",Something doesn’t feel right with the manager,175,7
"Nov 10, 2020",I feel that the manager is homosexual,160,2
"Nov 17, 2020",it's so hard being patient this is my favorite  webtoon,129,1
"Dec 01, 2020",WAIT IF SHE PRESSES HER HEAD AGAINST THE CAT WILL SHE KNOW HOW TO SPEAK CAT?!?? WE NEED ANSWERS NOW,112,0
"Nov 10, 2020",You can fly... that hit me in a different way..,103,1
"Nov 10, 2020",PLEASE HES SO WORRIED FOR HIS BAE 😩😩😩😩😩😩🤌🏽‼️‼️‼️‼️‼️,96,0
"Nov 10, 2020",Okay like kade has to be the best guy on the planet I’m a guy reading this and I’m like damn I need to take notes,78,0
"Nov 10, 2020",Mans gon get her the iPhone 12 pro,72,0
"Nov 24, 2020","THAT IS NOT YOUR SEAT, SIR!",132872,329
"Nov 24, 2020",Boy better be moving over a seat or he'll be catching these hands!!!,104041,345
"Nov 24, 2020",Zaida your boo wants to hold your hand! come on girl 🤦‍♀️,82981,400
"Nov 24, 2020",Kade about to be ✨S A L T Y✨,4892,12
"Nov 24, 2020",BOY IF YOU DONT-,3453,15
"Nov 24, 2020",homeboy better move before i stick my sword where the sun dont shine,2937,18
"Nov 24, 2020","The lion, the witch, and the audacity of this b#*&@",2515,19
"Nov 24, 2020",Bro we all know Kade bout to be jealous af,1666,1
"Nov 24, 2020",better get tf up before u get slapped tf up,1409,7
"Nov 24, 2020",“you’re not literally glowing zaida”😂,1091,2
"Nov 24, 2020",the way she speaks reminds me of starfire it’s adorable,907,3
"Nov 24, 2020",Hun....your butt is in Kade’s seat.,851,5
"Nov 24, 2020",Next episode Kade will be just a tad bit of this word called ✨S A L T Y✨,633,4
"Nov 24, 2020",omg I would have slapped that dude back to spencer's smh kade freaking invited you and you gonna do this wtf I just wasted ten coins that I got for free to be left on a cliffhanger I might steal someone's credit card for this stuff smh,479,10
"Nov 24, 2020",I swear to god if this man doesn't disappear imma ask Thanos for a favor,442,7
"Nov 24, 2020",As much as I dislike this mans he got skill,349,10
"Nov 24, 2020",Also anyone else think they should make this into a animated mini series,299,1
"Nov 26, 2020",I'm reading a lot of comments about Kade being too possessive and over protective and I'm sitting here like bro SHE'S AN ALIEN and FLEW in a WALMART cause she got EXCITED over a PLUSHIE! THE CONSEQUENCES OF HER BEING FOUND OUT BRINGS DEATH AND UTTER DESTRUCTION!!! You think she's bored and sad now. Wait until she's caged up and murdered for science. But that's just me,296,6
"Nov 24, 2020",Does anyone else read her voice in starfire’s voice?,247,4
"Nov 24, 2020",what?! no popcorn? its zays first movie though! 🥺,231,2
"Nov 24, 2020",these are too damn short...,197,25
"Nov 24, 2020",wrong seat get away STRANGER !!!,168,2
"Dec 01, 2020",STAY WITH ME ❤️ can’t wait to see where this goes! *edit* you guys are the greatest! My first ever top comment ❤️,119229,293
"Dec 01, 2020","""please stay with me"" JSJKEMFKCLEÑCNSMLF that made my heart reeeeally happy 🙀🎉♥️",86582,269
"Dec 01, 2020",I don't think it's just that he likes Zaida. it seems like he also has social anxiety. he's really putting himself out there by making friends and going out. he's definitely been burnt by people in the past and it really seems like he's afraid that he'll slowly be pushed out of the group or he feels like he doesn't fit in. he seems like he pushes people away before they can hurt him,10789,159
"Dec 01, 2020",Rule 3 is going night night,3018,14
"Dec 01, 2020",Kade is so soft I can’t,2060,5
"Dec 01, 2020",YOU CAN TAKE  THAT RULE THREE AND THROW IT RIGHT IN THE TRASH!! Ahahah 😍❤️Also Ethan is the true protector we all need,1561,9
"Dec 01, 2020",*Rule 3 has left the chat*,1256,9
"Dec 01, 2020",He discarded rule 3 like Anakin discarded the younglings,979,7
"Dec 01, 2020","""Stay with me"" And the hearts of the Fandom melted",917,2
"Dec 01, 2020","Ok that was a really good ending to this chapter, (aside from the cliffhanger) it was adorable. But can we just talk about how much of a bro Ethan is?",793,4
"Dec 01, 2020",I wish to fast pass a fast pass 🥺👉👈,447,3
"Dec 01, 2020",Is someone jealous? 👀😏,414,3
"Dec 01, 2020",what was the rule again i forgot,382,7
"Dec 01, 2020",I kinda want her to accidentally hear his thoughts.  Like they bump heads or something. That man's in love.,344,2
"Dec 01, 2020","🎵Oh won't you... staay with meee, cause you're... all I neeeed🎵",279,2
"Dec 01, 2020",My heart cant take this omfg,257,2
"Dec 01, 2020",DANGIT POOKIE! I WANT HIM TO PULL HER CLOSE AND HOLD HER TIGHT AND SHARE HIS TRUE FEELINGS CUZ WE ALL KNO HES IN LOVE! WITH ZAY! NO MO HOLDIN BACK KADE!,216,6
"Dec 01, 2020","Zaida: all the current people I consider friends are males and I care for all my friends! Kade: Hey... remember the no dating rule? Let’s toss that out the window ok, no other dude can have you",180,4
"Dec 01, 2020","good episode, you can tell he truly cares about her. looking forward to the next episode!",154,0
"Dec 01, 2020",Kade’s evolution from cold hearted meanie to Zay’s very dramatic and emotional bodyguard  is precious 🥺,137,1
"Dec 03, 2020",does anyone else hear Starfires voice when she talks?,117,1
"Dec 01, 2020",I refuse to wait another week,104,0
"Dec 08, 2020",He’s so deep in the “friend zone “ that she doesn’t realize romantic feelings yet,115279,478
"Dec 08, 2020","I honestly liked the rain scene, but I needed to see a kiss.",88757,977
"Dec 08, 2020",“I’m still stranger status” I feel that on a personal level,85739,156
"Dec 08, 2020",OMG! such a heartwarming chapter... And it's a good thing Stace remains as a stranger. We don't want any meddlers getting between Kade and Zai🔪💀,2773,32
"Dec 08, 2020",now kith kith. I SAID KITH KITH. 🔫🔫 DO IT,1568,29
"Dec 08, 2020",These two oblivious beings don't know how hard they are catching feelings... THEY DON'T EVEN KNOW. 😨,1294,6
"Dec 08, 2020",Lmao she feels troubled bc she has feelings & he told her not to catch them. A mess😭,1069,3
"Dec 08, 2020","I don’t think it’s “friendzone” per say. She likes him, she just doesn’t know how to explain it, so she calls it friend",965,2
"Dec 08, 2020","He needs to buy her a phone soon, because once she has it I bet she won't stop texting him 😁😁",717,3
"Dec 08, 2020","she still learning how to be an earthling, she doesn’t really understand romantic feelings.  i think it’s cool that they’re taking things slow cause how can she consent to things that she doesn’t understand. she’s pretty much a child learning her first steps. everything takes time",559,3
"Dec 08, 2020",Add “boy” to the beginning of friend and we’re getting somewhere,398,5
"Dec 08, 2020",Also we still dont know why Zay left😶😶,357,2
"Dec 08, 2020","artistically I really liked the golden tears against the cool, colored scene. well done :)",349,1
"Dec 08, 2020",Everyone talking about how Kade was friend zoned but Zay doesn’t even understand the concept of a boyfriend yet... y’all wildin’! She’s an alien learning about human concepts. I’m looking forward to the  next episode 😍🥰❤️,316,2
"Dec 08, 2020","seeing comments like “kiss kiss ” is kinda childish kade is dealing with a 4 year old break up and he’s most likely not over it yet, and zay not realizing her feelings is because she doesn’t know what they are,  she never had romantic feelings for anyone that  including being in a relationship...",203,4
"Dec 08, 2020",Don’t friend zone him Zay 😭 it doesn’t help that Kade won’t make a move already 🙄,173,11
"Dec 08, 2020",Every one thinks that zay is putting kade in the friendzone. Don't you guys remember the photo she doesn't know what friends actually mean or that it has levels. She doesn't even know what romance means.,126,1
"Dec 08, 2020",“I’m still stranger status”  And you better stay that way shithead,138,14
"Dec 08, 2020",This story helps me get through the week like can't wait for the next episode,83,1
"Dec 08, 2020",Me just counting down the episodes until rule 3 is officially broke,77,3
"Dec 13, 2020",When Zayed just dumped the rest of the fries in her mouth. now that's a mood.,66,1
"Dec 08, 2020","Y’all are saying Zaida friend zoned Kade, but you gotta remember episode 17 when Zaida called the Delilah and Kade “friends” in the picture.",62,0
"Dec 12, 2020",I wonder when we get to learn why she left her home planet,50,0
"Dec 15, 2020",Zadia likes what she sees and I am in agreement with her.,95634,330
"Dec 15, 2020","*silent screenshots of Kade getting out the shower* Edit: this was a just a joke, guys. I didn't actually take screenshots, lol",66813,482
"Dec 15, 2020",👀👀👀 he has a fever oh noes.... Zaida quick kiss him so he will heal... I mean call the bois,24002,120
"Dec 15, 2020",my boi said aight imma head out. *plop*,2005,3
"Dec 15, 2020",Kade's bringing sexy back,1784,13
"Dec 15, 2020","Kade's into collarbones, whereas Zaida looks like she might get into backs. Match made on earth??? 😏😏",1588,5
"Dec 15, 2020","Lol total cliche he says, and then gets sick from the rain",1362,3
"Dec 15, 2020",so Zay is about to get the true American experience by discovering how expensive medicinal care is in America :),1165,8
"Dec 15, 2020",You know Zaida wanted to act out that scene instead of him reading it lol,678,3
"Dec 15, 2020",Kade has a collarbone kink and she has a back kink💀😂,636,5
"Dec 15, 2020",okay so this is not good but WHAT ARE YOU READING MISS GIRL???,571,5
"Dec 15, 2020",There is so much to love about this episode but mainly Zay's increasing awareness. She notices how Kade has been sacrificing his personal comfort and preference for her happiness and that would get anybody open. Of COURSE she notices his back is handsome after that. And she may not have been able to read it but comics are visual mediums above all. SHE KNEW! She didn't want him to to yet either. Poor Kade is all tuckered out. I hope he stays all night. *brow wiggle *,489,1
"Dec 15, 2020",Kade: I’m dead 😵... I’m alive 😃but I’m dead 😵,466,4
"Dec 15, 2020",rule 3 just disappeared like my dad,376,3
"Dec 15, 2020",Please like this comment if you’re a guy (Trying to prove to my friends I’m not the only one),383,13
"Dec 15, 2020","I’m super interested to know what her home planet was like, and why she felt the need to leave. I’m glad she’s establishing a real life on earth but I’m soooo curious 🥺 I know it’ll come up eventually",255,1
"Dec 15, 2020",True love’s kiss... it’ll work... I promise 👀,215,2
"Dec 15, 2020",Kade had no Nipples,211,1
"Dec 15, 2020","aww kade is sick ZAIDA GET THE NURSE OUTFIT!!!!:@×\3%*)@,.:'",176,5
"Dec 15, 2020",Zay help your mans out before he dies lonely,116,1
"Dec 15, 2020",Son got covid,122,11
"Dec 15, 2020","Y’all reckon that Kade is gonna get so sick he’s gonna be delirious and Zaida might confess to him thinking he won’t remember, and he will?! And then we’ll be left in purgatory for like forever!",108,1
"Dec 22, 2020",KADE WHY DID YOU HAVE TO GO AND CALL HER DELILAH😭,133715,347
"Dec 22, 2020",Hey there Delilah what’s it like in Kade’s head? The fandom needs you to get lost so Zay can get her man,119430,448
"Dec 22, 2020","NURSE ZAIDA 💖 she’s trying so hard, but Delilah? I need to know what’s next 😩",76569,163
"Dec 22, 2020",I lost my shit when she just dumped ice cubes on him!,4008,12
"Dec 22, 2020","🎵🎶Hey there Delilah, whats it like to live so rent free in our alt e-boy Kade's head  yeah we know he's such a dummy he closed his eyes... our alien girl is so surprised  and we know why 🎵🎶 more",2661,28
"Dec 22, 2020",The homie Kade got all of us feeling 20 different emotions in just that last part lol,1684,2
"Dec 22, 2020",I think Delilah cheated on him,1220,6
"Dec 22, 2020","Hey there Delilah, stop ruining the moment!",955,9
"Dec 22, 2020","Hey there Delilah, what’s it like inside Kade’s noggin? You’re a thousand miles away, but with Zay there’s just no stoppin oh these two.  There’s simply nothing you can do.  We know it’s true.   Hey there Delilah, could you move a little over? Kade and Zay would be so happy if he just stepped up and told her how he feels.  You’re just a wound but it’ll heal.  Zay’s his real deal.   Ohhhhhh Zay and Kade for daaaaays Ohhhhhh Zay and Kade for daaaaays more",915,7
"Dec 22, 2020",F**k Delilah all my homies hate Delilah,615,19
"Dec 22, 2020",SO WHOLESOME  ... and then YIKES,584,1
"Dec 22, 2020",when you think she actually knows something off instinct and then she pours ice on you,494,3
"Dec 22, 2020",Does anyone else get bummed out when he calls her an idiot? :/,320,10
"Dec 22, 2020",Hey there Delilah please go back to New York City,293,3
"Dec 22, 2020",THE WAY I RAN TO THIS EPISODE 🏃🏾‍♀️🏃🏾‍♀️🏃🏾‍♀️🏃🏾‍♀️,237,0
"Dec 22, 2020",plot twist the fever is an act.,213,2
"Dec 22, 2020",No no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no,197,4
"Dec 22, 2020",I'll say it- F*CK DELILAH THO,195,7
"Dec 22, 2020",First was like Yiiiiiisssssssss then I was like NOOOOOOOOOOO,168,0
"Dec 22, 2020",Rule 3 busting in like my mom when I've snuck snacks into my room at 2 am,150,0
"Dec 22, 2020",Zaida: DO I LOOK LIKE—,115,0
"Dec 23, 2020","Get this... turn into an anime, dub with corpse and the voice of starfire. Jk... unless 👉👈",100,1
"Dec 22, 2020","Thicc thighs save lives, but thigh highs are my demise",79,1
"Dec 29, 2020",Aww she cares about him so much 🥺💕,76838,166
